roost_site,latitude_s,longitude_e,researchers_present,collection_date,net_night,bat_species,sampleid,ORIGINAL,bartonella_E1,bartonella_E2,bartonella_E3,bartonella_E4,bartonella_E5,bartonella_Ew,bartonella_new1,bartonella_Ra1,gltA_ying,nuoG_chris,old_bart,chris_bart,sample_type,source,bartonella_precense_absence,PCR_markers_tested_bartonella,confirmed_by_sequencing,age_by_tooth,cc,tooth_type,,tag_color,tag_side,unique_tag_id,full_tag_description,recap,previous_id1,previous_id2,previous_id3,previous_id4,bat_sex,bat_age_class,young_of_year,pupmom_pair,pup_or_mom,sampleid_pupmom_pair,bat_weight_g,body_length_cm,bat_forearm_mm,bat_tibia_mm,ear_length_mm,gonad_length_mm,gonad_width_mm,check_hair_clip,check_wing_biop,bat_flies,meglastreblidae,fleas,mites,ticks,check_urine,feces_utm,throat_utm,feces_microbiome,serum_vol_ul,plasma_vol_ul,rna_protect_vol_ul,check_slides_thick,check_slides_thin,check_blood_filter,performed_tooth_extraction,toothwear,temperature_notes,additional_notes,performed_anesthesia,drugs_lidocaine,drugs_metacam_ml,drugs_la_200_ml,duration_extraction_min,anesthesia_notes,necropsy,liver_rna_later,spleen_rna_later,kidney_rna_later,brain_rna_later,liver_plain,spleen_plain,kidney_plain,brain_plain,liver_aluminum,gonads_aluminum,brain_aluminum,intestines_aluminum,teeth,tooth_type,blood_bka_quantity_ul,duplicate_id,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",13-11-19,1,Rousettus madagascariensis,MIZ556,MIZ556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,yes,MIZ600,NA,NA,NA,male,A,no,no,NA,NA,70,12.08,72.4,34.5,11.3,9.5,6.8,yes,1,6,0,0,22,0,0,1,1,0,450,100,100,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",13-11-19,1,Rousettus madagascariensis,MIZ555,MIZ555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,A,no,no,NA,NA,62,11.64,70.8,33.6,11.8,7.01,6.6,yes,1,3,1,0,10,0,1,1,1,0,400,100,100,1,2,yes,no,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",13-11-19,1,Rousettus madagascariensis,MIZ558,MIZ558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,yes,MIZ476,MIZ502,NA,NA,male,A,no,no,NA,NA,66,12.08,75.9,35,10.6,8.7,7.4,yes,1,2,1,0,16,0,0,1,1,0,500,150,100,1,2,yes,no,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",13-11-19,1,Rousettus madagascariensis,MIZ547,MIZ547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,yes,MIZ535,NA,NA,NA,male,A,no,no,NA,NA,75,10.64,69.2,33.6,8.3,8.8,10.9,yes,1,4,0,0,12,0,0,1,1,0,700,200,100,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,(duplicatedsampleID)
Maromizaha,-18.9623,48.4525,"AA, AS, FR",13-11-19,1,Rousettus madagascariensis,MIZ550,MIZ550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,A,no,no,NA,NA,79.5,9.97,70.7,32.4,12.8,8.6,6.9,yes,1,4,0,0,4,0,0,1,1,0,450,0,50,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",13-11-19,1,Rousettus madagascariensis,MIZ545(duplicatedsampleID),MIZ545(duplicatedsampleID),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,female,NL,no,no,NA,NA,58,11.27,71.8,33.8,10.9,3.6,3.4,yes,1,12,0,0,9,0,0,1,1,0,250,0,50,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",13-11-19,1,Rousettus madagascariensis,MIZ552,MIZ552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,A,no,no,NA,NA,61,12.44,73.6,34.7,11.4,8.5,6.3,yes,1,6,0,0,16,0,0,1,1,0,500,150,100,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",13-11-19,1,Rousettus madagascariensis,MIZ553,MIZ553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,yes,MIZ541,NA,NA,NA,male,A,no,no,NA,NA,67,11.48,68.3,32.6,11.5,9.6,8,yes,1,13,0,0,16,0,0,1,1,0,400,150,100,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",13-11-19,1,Rousettus madagascariensis,MIZ548(duplicatedsampleID),MIZ548(duplicatedsampleID),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,female,NL,no,no,NA,NA,70,10.99,68.6,31.9,13.6,5.3,4.8,yes,1,9,0,0,4,0,0,1,1,0,500,150,45,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",13-11-19,1,Rousettus madagascariensis,MIZ551,MIZ551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,yes,MIZ518,NA,NA,NA,male,A,no,no,NA,NA,65,11.97,69.9,32.9,11.9,12.3,7.3,yes,1,1,0,0,12,0,0,1,1,0,500,200,100,1,2,yes,no,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",14-11-19,2,Rousettus madagascariensis,MIZ569,MIZ569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,yes,MIZ489,NA,NA,NA,male,A,no,no,NA,NA,65,11.99,72.9,33.8,11.4,7.03,11,yes,1,1,0,0,9,0,0,1,1,0,450,150,100,1,2,yes,no,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",14-11-19,2,Rousettus madagascariensis,MIZ564,MIZ564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,yes,MIZ604,NA,NA,NA,male,A,no,no,NA,NA,65.5,11.14,71.1,34.9,11.8,11.7,7.5,yes,1,0,0,0,0,0,0,1,1,0,350,150,50,1,0,yes,no,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",14-11-19,2,Rousettus madagascariensis,MIZ567,MIZ567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,yes,MIZ491,NA,NA,NA,male,A,no,no,NA,NA,66,12.8,75,35.6,11.9,11.5,7.7,yes,1,8,3,0,20,0,0,1,1,0,450,150,80,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",14-11-19,2,Rousettus madagascariensis,MIZ562,MIZ562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,yes,MIZ479,MIZ503,NA,NA,male,A,no,no,NA,NA,70,11.63,66.6,32.9,12,10.8,7.9,yes,1,5,4,0,8,0,0,1,1,0,450,150,50,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",14-11-19,2,Rousettus madagascariensis,MIZ568,MIZ568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,yes,MIZ576,NA,NA,NA,male,A,no,no,NA,NA,67,12.4,74.4,35,12.5,5.5,4.6,yes,1,3,2,0,55,0,1,1,1,0,450,100,100,1,2,yes,no,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",14-11-19,2,Rousettus madagascariensis,MIZ560,MIZ560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,yes,MIZ490,NA,NA,NA,male,A,no,no,NA,NA,65,11.4,70.3,33.1,12.3,11.6,9.9,yes,1,17,1,0,10,0,0,1,1,0,450,200,50,1,2,yes,no,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",14-11-19,2,Rousettus madagascariensis,MIZ565,MIZ565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,yes,MIZ449,NA,NA,NA,female,P,no,no,NA,NA,60,11.18,66.6,31.7,10.8,3.8,3.7,yes,1,3,0,0,7,0,0,1,1,0,300,100,100,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",14-11-19,2,Rousettus madagascariensis,MIZ561,MIZ561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,yes,MIZ499,NA,NA,NA,male,A,no,no,NA,NA,74.5,11.44,71.2,32.8,13.3,10.3,11.9,yes,1,7,0,0,5,0,1,1,1,0,150,100,50,1,2,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",14-11-19,2,Rousettus madagascariensis,MIZ566,MIZ566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,A,no,no,NA,NA,64,12.46,73.8,34.1,10.6,8.7,6.3,yes,1,9,1,0,11,0,0,1,1,0,350,130,80,1,2,yes,no,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"AA, AS, FR",14-11-19,2,Rousettus madagascariensis,MIZ563,MIZ563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,A,no,no,NA,NA,74.5,10.44,70.6,33.5,10.9,13.6,12.1,yes,1,5,2,0,6,0,0,1,1,0,400,100,50,1,0,yes,no,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"AA, AS, FR",16-11-19,1,Eidolon dupreanum,KEL414,KEL414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,J,yes,yes,pup,KEL413,60,10.95,75.9,35.8,14.1,small,small,yes,1,0,0,0,0,0,1,1,1,0,300,0,50,1,2,yes,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"AA, AS, FR",16-11-19,1,Eidolon dupreanum,KEL410,KEL410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,A,no,no,NA,NA,290,21.9,132.9,64.7,26.2,16.1,10.8,yes,1,0,0,0,0,0,1,1,1,0,600,250,200,1,2,yes,NA,mild,97.7(10:30),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"AA, AS, FR",16-11-19,1,Eidolon dupreanum,KEL416,KEL416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,J,yes,no,pup,KEL415,86,12.59,88.9,39.3,15.5,small,small,yes,1,0,0,0,0,0,1,1,1,0,300,150,50,1,2,yes,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"AA, AS, FR",16-11-19,1,Eidolon dupreanum,KEL407,KEL407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,A,no,no,NA,NA,220,20.5,117.5,59.1,22.7,15,8.3,yes,1,0,0,0,0,0,1,1,1,0,300,0,200,1,2,yes,NA,mild,97.1(9:34),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"AA, AS, FR",16-11-19,1,Eidolon dupreanum,KEL409,KEL409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,yes,KEL465,NA,NA,NA,female,NL,no,no,NA,NA,290,22.3,115.6,60.9,29,11,9.1,yes,1,0,0,0,0,0,1,1,1,0,500,300,200,1,2,yes,NA,mild,97.3(10;10),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"AA, AS, FR",16-11-19,1,Eidolon dupreanum,KEL413,KEL413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,female,L,no,yes,mom,KEL414,338,21.7,136.3,64.8,27.6,10.8,9.4,yes,1,0,0,0,0,0,0,1,1,0,300,200,150,1,2,yes,NA,mild,101.7(12:08),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"AA, AS, FR",16-11-19,1,Eidolon dupreanum,KEL403,KEL403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,A,no,no,NA,NA,323,22.3,125.5,61.3,25.7,15.9,9.4,yes,1,0,0,0,0,0,1,1,1,0,500,0,200,1,2,yes,yes,mild,"99.2 (8:17), 97.1(6:30), 95.1(6:41), low(6:50), low(6:58), low(7:08",NA,yes,yes,0.25,4.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"AA, AS, FR",16-11-19,1,Eidolon dupreanum,KEL420,KEL420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,A,no,no,NA,NA,266,22.2,126.3,59.4,29.8,receded,receded,yes,1,0,0,0,0,0,0,1,1,0,500,200,200,1,2,yes,NA,moderate,102.0(12:09),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"AA, AS, FR",16-11-19,1,Eidolon dupreanum,KEL404,KEL404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,956000005680473 (previously band 1623),yes,KEL248,KEL371,NA,NA,male,A,no,no,NA,NA,285,21,128.8,59.4,23.5,11.3,12,yes,1,0,0,0,0,0,0,1,1,0,500,200,200,1,2,yes,NA,mild,99.5(8:31),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"AA, AS, FR",16-11-19,1,Eidolon dupreanum,KEL417,KEL417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,yes,KEL384,NA,NA,NA,male,A,no,no,NA,NA,353,22,129.4,61.9,30.5,16.7,14.8,yes,1,0,0,0,0,0,0,1,1,0,300,150,150,1,2,yes,NA,heavy,101.8(12:25),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"AA, AS, FR",16-11-19,1,Eidolon dupreanum,KEL411,KEL411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,yes,KEL432,NA,NA,NA,male,A,no,no,NA,NA,268.5,20.2,132.9,64.2,26.3,small,small,yes,1,0,0,0,0,0,1,1,1,0,350,0,150,1,2,yes,NA,mild,98.2(11:15),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"AA, AS, FR",16-11-19,1,Eidolon dupreanum,KEL423,KEL423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,female,L,no,yes,mom,KEL422,NA,19,124.1,61.5,28.8,10.1,8.9,yes,1,0,0,0,0,0,0,1,1,0,450,100,200,1,2,yes,NA,mild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"AA, AS, FR",16-11-19,1,Eidolon dupreanum,KEL401,KEL401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,female,L,no,yes,mom,KEL402,243,21.9,125.3,58.8,29.2,10.7,8.6,yes,1,0,0,0,0,0,1,1,1,0,500,150,200,1,2,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"AA, AS, FR",16-11-19,1,Eidolon dupreanum,KEL421,KEL421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,J,yes,no,NA,NA,88.5,12.31,89.2,40.5,22.6,small,small,yes,1,0,0,0,0,0,1,1,1,0,300,0,100,1,2,yes,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"AA, AS, FR",16-11-19,1,Eidolon dupreanum,KEL422,KEL422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,J,yes,yes,pup,KEL423,77,12.54,90.9,40.2,21.4,small,small,yes,1,0,0,0,0,0,0,1,1,0,300,0,100,1,2,yes,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"AA, AS, FR",16-11-19,1,Eidolon dupreanum,KEL412,KEL412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,female,NL,no,no,NA,NA,254,21,124,57,27.2,small,small,yes,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA,NA,99.7(11:27),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"AA, AS, FR",16-11-19,1,Eidolon dupreanum,KEL418,KEL418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,A,no,no,NA,NA,300,21.5,126.8,61.4,21.4,10.9,8.2,yes,1,0,0,0,0,0,1,1,1,0,500,200,200,1,2,yes,NA,moderate,101.6(11:47),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"AA, AS, FR",16-11-19,1,Eidolon dupreanum,KEL406,KEL406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,A,no,no,NA,NA,329,22.5,135.2,63.1,24.1,10,9.9,yes,1,0,0,0,0,0,0,1,1,0,550,150,200,1,2,yes,NA,mild,97.1(9:08),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"AA, AS, FR",16-11-19,1,Eidolon dupreanum,KEL419,KEL419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,female,NL,no,no,NA,NA,248,22,125.1,56.7,26.1,small,small,yes,1,0,0,0,0,0,1,1,1,0,500,200,200,1,2,yes,NA,mild,101.6(11:20),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"AA, AS, FR",16-11-19,1,Eidolon dupreanum,KEL408,KEL408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,male,A,no,no,NA,NA,249,23.5,129.7,59.9,26.1,receded,receded,yes,1,0,0,0,0,0,1,1,1,0,650,300,200,1,2,yes,NA,mild,96.6(9:53),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
AngavoKely,-18.9327,47.7578,"AA, AS, FR",16-11-19,1,Eidolon dupreanum,KEL402,KEL402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,9.56E+14,9.56E+14,no,NA,NA,NA,NA,female,J,yes,yes,pup,KEL401,75,12.25,78.4,38.7,20.8,small,small,yes,1,0,0,0,0,0,0,1,1,0,300,150,50,1,2,yes,no,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
