roost_site,latitude_s,longitude_e,researchers_present,collection_date,net_night,bat_species,sampleid,ORIGINAL,bartonella_E1,bartonella_E2,bartonella_E3,bartonella_E4,bartonella_E5,bartonella_Ew,bartonella_new1,bartonella_Ra1,gltA_ying,nuoG_chris,old_bart,chris_bart,sample_type,source,bartonella_precense_absence,PCR_markers_tested_bartonella,confirmed_by_sequencing,age_by_tooth,cc,tooth_type,,tag_color,tag_side,unique_tag_id,full_tag_description,recap,previous_id1,previous_id2,previous_id3,previous_id4,bat_sex,bat_age_class,young_of_year,pupmom_pair,pup_or_mom,sampleid_pupmom_pair,bat_weight_g,body_length_cm,bat_forearm_mm,bat_tibia_mm,ear_length_mm,gonad_length_mm,gonad_width_mm,check_hair_clip,check_wing_biop,bat_flies,meglastreblidae,fleas,mites,ticks,check_urine,feces_utm,throat_utm,feces_microbiome,serum_vol_ul,plasma_vol_ul,rna_protect_vol_ul,check_slides_thick,check_slides_thin,check_blood_filter,performed_tooth_extraction,toothwear,temperature_notes,additional_notes,performed_anesthesia,drugs_lidocaine,drugs_metacam_ml,drugs_la_200_ml,duration_extraction_min,anesthesia_notes,necropsy,liver_rna_later,spleen_rna_later,kidney_rna_later,brain_rna_later,liver_plain,spleen_plain,kidney_plain,brain_plain,liver_aluminum,gonads_aluminum,brain_aluminum,intestines_aluminum,teeth,tooth_type,blood_bka_quantity_ul,duplicate_id,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy",15-01-16,2,Pteropus rufus,AMB88,AMB88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,1,B,lower left premolar,,red,L,1310,1310 Red L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,550,25.5,175,80.54,27.71,11.69,12,yes,NA,0,NA,0,0,NA,0,2,2,NA,700,NA,NA,3,3,yes,yes,mild,101.6 (7:54); 99.9 (8:03); 100.4 (8:12); 98.1 (8:15),Fed suagr water post-processing then again in afternoon. Released at dusk.,NA,yes,0.03,0.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy",16-01-16,3,Pteropus rufus,AMB90,AMB90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,6,B,lower left premolar,,red,R,1312,1312 Red R,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,730,27.5,180,83.73,31.4,15.72,18.44,yes,NA,0,NA,0,0,NA,0,2,2,NA,700,NA,NA,3,3,yes,yes,heavy,102.7 (6:56); 99.7 (7:01); 100 (7:11); 98.2 (7:15),Fed suagr water post-processing then again in afternoon. Released at dusk.,NA,yes,0.03,0.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy",16-01-16,3,Pteropus rufus,AMB89,AMB89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,3,A,lower left premolar,,red,R,1316,1316 Red R,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,780,28.4,167,82.1,35.25,19.4,20.6,yes,NA,0,NA,0,0,NA,2,2,2,NA,700,NA,NA,3,3,yes,yes,moderate,100.8 (6:37); 99.5 (6:45); 99.6 (6:52),Fed suagr water post-processing then again in afternoon. Released at dusk.,NA,yes,0.03,0.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy",17-01-16,4,Pteropus rufus,AMB91,AMB91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,1,A,lower left premolar,,red,L,443,443 Red L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,570,25.9,164,76.9,32.17,9.6,12.7,yes,NA,0,NA,0,0,NA,0,2,2,NA,700,NA,NA,3,3,yes,yes,mild,99.8 (6:38); 100.5 (6:48); 98.6 (6:53),Fed suagr water post-processing then again in afternoon. Released at dusk.,NA,yes,0.03,0.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy",17-01-16,4,Pteropus rufus,AMB92,AMB92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,3,A,lower left premolar,,red,L,1305,1305 Red L ,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,590,27.5,168,77.24,32.69,11.51,12.18,yes,NA,0,NA,0,0,NA,0,2,2,NA,700,NA,NA,3,3,yes,yes,mild,98.1 (6:57); 97.7 (7:10),Fed suagr water post-processing then again in afternoon. Released at dusk.,NA,yes,0.03,0.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy",17-01-16,4,Pteropus rufus,AMB93,AMB93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,1,B,lower left premolar,,red,L,1311,1311 Red L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,590,26.4,169,80.04,31.4,7.7,12.4,yes,NA,0,NA,0,0,NA,0,2,2,NA,700,NA,NA,3,3,yes,yes,mild,102.2 (17:22); 100.9(17:33),Caught midday in net when roost disturbed by hunters. Fed suagr water post-processing then again in evening. Released at dusk.,NA,yes,0.03,0.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy",17-01-16,4,Pteropus rufus,AMB96,AMB96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,red,L,1313,1313 Red L,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,530,25.5,163,79.27,30.25,12.3,12.9,yes,NA,0,NA,0,0,NA,0,2,2,NA,700,NA,NA,3,3,yes,no,mild,97.3(18:00); 98 (18:09),Mother to AMB97. Caught midday in net when roost disturbed by hunters. Fed suagr water post-processing then again in evening. Released at dusk.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy",17-01-16,4,Pteropus rufus,AMB94,AMB94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,red,L,1314,1314 Red L,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,560,25,168,81.7,34.4,10.7,11.9,yes,NA,0,NA,0,0,NA,0,2,2,NA,700,NA,NA,3,3,yes,no,moderate,100.4 (17:38); 99.7(17:45),Mother to AMB95. Caught midday in net when roost disturbed by hunters. Fed suagr water post-processing then again in evening. Released at dusk.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy",17-01-16,4,Pteropus rufus,AMB95,AMB95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,male,J,NA,NA,NA,NA,220,18.2,133.7,58.6,19.9,small,small,yes,NA,0,NA,0,0,NA,0,2,2,NA,500,NA,NA,3,3,yes,no,new,100.4 (17:24),Infant to AMB94. Caught midday in net when roost disturbed by hunters. Fed suagr water post-processing then again in evening. Released at dusk.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy",17-01-16,4,Pteropus rufus,AMB97,AMB97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,J,NA,NA,NA,NA,210,20.9,130.5,60.6,25.4,small,small,yes,NA,0,NA,0,0,NA,0,2,2,NA,500,NA,NA,3,3,yes,no,new,NA,Infant to AMB96. Caught midday in net when roost disturbed by hunters. Dead upon arrival to net. Processed and took 11 tissues,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy",18-01-16,5,Pteropus rufus,AMB103,AMB103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,red,L,1317,1317 Red L,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,520,25.5,160,77.64,30.06,small,small,yes,NA,0,NA,0,0,NA,0,2,2,NA,500,NA,NA,3,3,yes,no,mild,97.4(7:04); 97.3 (7:18),Mother to AMB101. Fed suagr water post-processing then again in afternoon. Released at dusk.,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy",18-01-16,5,Pteropus rufus,AMB99,AMB99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,red,L,1318,1318 Red L,NA,NA,NA,NA,NA,male,J,NA,NA,NA,NA,90,22,137.3,65.25,31.58,small,small,yes,NA,0,NA,0,0,NA,0,2,2,NA,500,NA,NA,3,3,yes,no,new,96.9(6:18); 97.3 (6:22),Infant to AMB98. Fed suagr water post-processing then again in afternoon. Released at dusk.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy",18-01-16,5,Pteropus rufus,AMB105,AMB105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,red,L,1319,1319 Red L,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,540,26,168,80.2,33.2,10.4,13.7,yes,NA,0,NA,0,0,NA,0,2,2,NA,700,NA,NA,3,3,yes,no,mild,100(7:11); 100.1 (7:48),Mother to AMB104. Fed suagr water post-processing then again in afternoon. Released at dusk.,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy",18-01-16,5,Pteropus rufus,AMB100,AMB100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,3,B,lower left premolar,,NA,NA,,NA,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,550,26.5,159,73.1,27.2,9.1,13,yes,NA,0,NA,0,0,NA,0,2,2,NA,500,NA,NA,3,3,yes,yes,moderate,98.4(6:39); 100.1(6:59); 97.7 (7:11); 97.7 (7:16),Could posibly be lactating and have lost (or fledged) baby already. Fed suagr water post-processing then again in afternoon. Released at dusk.,NA,yes,0.03,0.5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy",18-01-16,5,Pteropus rufus,AMB101,AMB101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,J,NA,NA,NA,NA,250,21,137.2,62.06,31.08,small,small,yes,NA,0,NA,0,0,NA,0,2,2,NA,500,NA,NA,3,3,yes,no,new,97.1 (6:42); 97.3 (6:47),Infant to AMB103. Fed suagr water post-processing then again in afternoon. Released at dusk.,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy",18-01-16,5,Pteropus rufus,AMB102,AMB102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,J,NA,NA,NA,NA,250,19.1,132.3,64.8,16.9,small,small,yes,NA,0,NA,0,0,NA,0,2,2,NA,500,NA,NA,3,3,yes,no,new,97.3 (7:32); 98.2 (7:45),Fed suagr water post-processing then again in afternoon. Released at dusk.,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy",18-01-16,5,Pteropus rufus,AMB104,AMB104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,J,NA,NA,NA,NA,190,18.1,128.7,58.2,20.9,small,small,yes,NA,0,NA,0,0,NA,0,2,2,NA,1000,NA,NA,3,3,yes,no,new,NA,Infant to AMB105. Had broken wing (looked like lonterm injury) upon capture in net. Deemed unable to fly so euthanized with KCl and water under anesthesia. Took 11 samples,NA,no,NA,NA,NA,NA,NA,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy",18-01-16,5,Pteropus rufus,AMB98,AMB98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,470,25.9,165,76.6,22.4,10.4,13.5,yes,NA,0,NA,0,0,NA,0,2,2,NA,700,NA,NA,3,3,yes,no,mild,99.5 (6:10); 100 (6:22),Mother to AMB99. Fed suagr water post-processing then again in afternoon. Released at dusk.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy, Mal",19-01-16,6,Pteropus rufus,AMB106,AMB106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,2,A,lower left premolar,,red,R,1320,1320 Red R,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,680,25,160,83.14,29.1,15.1,19.53,yes,NA,0,NA,0,0,NA,0,2,2,NA,600,NA,NA,3,3,yes,yes,mild,99.9 (16:27); 97.9 (16:35); 97.6 (16:40); 97.3 (16:43),Fed sugar water post-processing then again in afternoon. Released at dusk.,NA,yes,0.03,0.5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy, Mal",19-01-16,6,Pteropus rufus,AMB107,AMB107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,2,B,lower left premolar,,red,L,1321,1321 Red L,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,600,29,168,81.19,29.8,9.88,17.32,yes,NA,0,NA,0,0,NA,0,2,2,NA,700,NA,NA,3,3,yes,yes,moderate,100.5 (16:50); 97.7 (17:04); 98 (17:07),Still lactating but no baby--likely fledged recently,NA,yes,0.03,0.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy, Mal",19-01-16,6,Pteropus rufus,AMB108,AMB108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,red,L,1322,1322 Red L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,570,27,164,82.45,30.1,11.68,16.7,yes,NA,0,NA,0,0,NA,0,2,2,NA,700,NA,NA,3,3,yes,no,mild,99.6(7:02); 102.8(7:07),Mother to AMB109. Fed sugar water post-processing then again in afternoon. Released at dusk.,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy, Mal",19-01-16,6,Pteropus rufus,AMB109,AMB109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,J,NA,NA,NA,NA,250,19,135.7,64.56,31.45,small,small,yes,NA,0,NA,0,0,NA,0,2,2,NA,500,NA,NA,3,3,yes,no,new,99.2(7:27); 98.9 (7:33),Infant to AMB108. Fed sugar water post-processing then again in afternoon. Released at dusk.,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy, Mal",20-01-16,7,Pteropus rufus,AMB110,AMB110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,1,B,lower left premolar,,red,L,1323,1323 Red L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,540,26.1,158,77.6,29.7,11.7,11.9,yes,NA,0,NA,0,0,NA,0,2,2,NA,600,NA,NA,3,3,yes,yes,mild,98 (6:47); 97.3 (6:56); 97.3 (7:06),Fed sugar water post-processing then again in afternoon. Released at dusk.,NA,yes,0.03,0.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy, Mal",20-01-16,7,Pteropus rufus,AMB111,AMB111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,3,A,lower left premolar,,red,R,1324,1324 Red R,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,620,22,163,83.1,32.3,10.7,22.9,yes,NA,0,NA,0,0,NA,0,2,2,NA,700,NA,NA,3,3,yes,yes,moderate,98(7:08); 97.5 (7:20),Had broken thumb - amputated and put ring on right thumb instead. Fed sugar water post-processing then again in afternoon. Released at dusk.,NA,yes,0.03,0.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy, Mal",20-01-16,7,Pteropus rufus,AMB112,AMB112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,2,A,lower left premolar,,red,L,1325,1325 Red L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,620,26.2,177,83,36,12,12.2,yes,NA,0,NA,0,0,NA,0,2,2,NA,500,NA,NA,3,3,yes,yes,mild,98.3(7:28); 98.2 (7:36),Fed sugar water post-processing then again in afternoon. Released at dusk.,NA,yes,0.03,0.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy, Mal",20-01-16,7,Pteropus rufus,AMB113,AMB113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,2,B,lower left premolar,,red,L,1326,1326 Red L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,530,25.9,162,82.1,36.7,12,13.5,yes,NA,0,NA,0,0,NA,0,2,2,NA,700,NA,NA,3,3,yes,yes,mild,97.5(7:45); 97.3 (7:54),Fed sugar water post-processing then again in afternoon. Released at dusk.,NA,yes,0.03,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy, Mal",20-01-16,7,Pteropus rufus,AMB114,AMB114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,red,L,1327,1327 Red L,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,530,26.5,165,79.9,33.8,9.89,12.37,yes,NA,0,NA,0,0,NA,0,2,2,NA,500,NA,NA,3,3,yes,no,moderate,97.7 (8:14),Mother to AMB11. Fed sugar water post-processing then again in afternoon. Released at dusk.,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy, Mal",20-01-16,7,Pteropus rufus,AMB115,AMB115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,J,NA,NA,NA,NA,150,19.5,134.9,64.8,31.7,small,small,yes,NA,0,NA,0,0,NA,0,2,2,NA,700,NA,NA,3,3,yes,no,new,NA,Infant to AMB114. Almost dead (face smashed) in net upon captured. Euthanized with KCl + water under anesthesia. Took 11 tissues,NA,no,NA,NA,NA,NA,NA,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy, Mal",21-01-16,8,Pteropus rufus,AMB116,AMB116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,2,A,lower left premolar,,red,R,1328,1328 Red R,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,790,27.6,165,81.87,31.76,16.3,16.5,yes,NA,0,NA,0,0,NA,2,2,2,NA,700,NA,NA,3,3,yes,yes,heavy,100.5 (7:05); 97.6 (7:16),Old. Missing one canine already.  Fed sugar water post-processing then released.,NA,yes,0.03,0.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy, Mal",21-01-16,8,Pteropus rufus,AMB117,AMB117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,2,A,lower left premolar,,red,R,1329,1329 Red R,NA,NA,NA,NA,NA,male,A,NA,NA,NA,NA,690,28.9,166,74.39,25.79,14.9,20,yes,NA,0,NA,0,0,NA,0,2,2,NA,700,NA,NA,3,3,yes,yes,mild,100.6 (7:20); 97.7 (7:31), Fed sugar water post-processing then released.,NA,yes,0.03,0.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy, Mal",21-01-16,8,Pteropus rufus,AMB118,AMB118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,1,A,lower left premolar,,red,R,1330,1330 Red R,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,645,27.4,168,76.1,28.56,7.2,8.5,yes,NA,0,NA,0,0,NA,0,2,2,NA,700,NA,NA,3,3,yes,yes,mild,99.4 (7:35); 97.5 (7:42), Fed sugar water post-processing then released.,NA,yes,0.03,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy, Mal",21-01-16,8,Pteropus rufus,AMB119,AMB119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,1,A,lower left premolar,,red,L,1331,1331 Red L,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,570,24.2,161,75.8,35.7,11.4,19.2,yes,NA,0,NA,0,0,NA,0,2,2,NA,700,NA,NA,3,3,yes,yes,mild,99.3 (7:49); 97.4 (7:56), Fed sugar water post-processing then released.,NA,yes,0.03,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy, Mal",21-01-16,8,Pteropus rufus,AMB120,AMB120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,3,B,lower left premolar,,red,L,1332,1332 Red L,NA,NA,NA,NA,NA,female,L,NA,NA,NA,NA,620,26.6,163,77.6,32.36,11.7,15.6,yes,NA,0,NA,0,0,NA,0,2,2,NA,700,NA,NA,3,3,yes,yes,heavy,97.6 (8:01); 97.5 (8:09),Looks like it lactated already and infant has left. Fed sugar water post-processing then released.,NA,yes,0.03,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Ambakoana,-18.513,48.1665,"CB, CR, AR, Bido, Rabetsy, Mal",21-01-16,8,Pteropus rufus,AMB121,AMB121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_yet_tested,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,J,NA,NA,NA,NA,260,23.4,127.6,64.6,20.7,small,small,yes,NA,0,NA,0,0,NA,0,2,2,NA,500,NA,NA,3,3,yes,no,new,97.1 (8:05); 98.6 (8:17),"Baby caught alone, can already fly.  Fed sugar water post-processing then released.",NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
Maromizaha,-18.9623,48.4525,"CB, CR, AR, Bido, Mal",22-01-16,1,Rousettus madagascariensis,MIZ100,MIZ100,0,0,0,0,0,0,0,0,0,0,NA,NA,blood_pellet_A,Clifton McKee,0,"ITS, gltA, nuoG",yes,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,female,NL,NA,NA,NA,NA,50,10.7,70.09,31.9,13.88,1.8,3.7,yes,NA,19,NA,5,5,1,0,2,2,NA,500,NA,NA,2,2,yes,no,heavy,95.2 (8:33); 101.5 (8:50), Fed sugar water post-processing then released.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
